date,hash,subject,insertions,deletions,files_changed
2026-07-10T19:37:18-04:00,39c020b26cd31be47be8f1b07bc1d6f9549bd931,docs(era-tests): plan the pre-v0.5 gates' migration to a turnkey dev runbook,431,0,2
2026-07-11T10:08:16-04:00,0c58ee9652a9c0b6d22df3441bceed9bccaecb58,"fix(era-shim): v0.2.4 compatibility + credentials + run-dir safety (findings 1,2,3,7,8)",300,49,4
2026-07-11T10:12:44-04:00,befd490dcbb7afbb479dbac96959a426581555ea,"fix(era-export): api_key in args, explicit base_url, multi-endpoint lease (findings 2,5,10)",133,14,4
2026-07-11T10:15:42-04:00,f549943ec687853f7f5bd51e9e38aee70f9555c3,fix(era-guard): digest-pinned image era<->image guard (finding 4),107,16,3
2026-07-11T10:16:35-04:00,9bf2228b9a1b69feedd4c5dfaf784e1573cab87a,fix(era-image): persist era identity into runtime ENV (finding 6),14,0,1
2026-07-11T10:18:12-04:00,f09051beb75273f523c9821aca6976f1e91cfdd3,fix(eras): fail loud on track-less era-suite paths (finding 9),48,2,2
2026-07-11T10:20:41-04:00,0486bb7965f01d588e100af133513b5571e64d47,"refactor(era): process-context timing, session reuse, setdefault (below-the-cap)",53,2,4
2026-07-11T10:21:03-04:00,4bba8dfa81991339593e80a44f771202d97739d6,docs(era): record findings resolution + deferred cleanups,18,0,1
2026-07-11T10:28:30-04:00,67c0b53f6ba9594ceeeec63d9ffe8284a422a91c,feat(era-tests): checked-in serving config + era presets + vexp manifests,192,0,5
2026-07-11T10:38:46-04:00,99ff4dfd6c62a40d0fca08bddd82cae7c7b0abb5,feat(era-tests): dev runbook mirroring dev/e2e-tests (moves the pre-v0.5 gates),959,429,24
2026-07-11T10:41:08-04:00,3046c8eab67e9d3a51b2c39200f4b84ae438936a,docs(journal): full era-path remediation + dev/era-tests runbook,71,0,1
2026-07-11T11:06:08-04:00,4c181be71a004153f4177f2a29f2f0d629fb7386,fix(era-tests): review fixes -- v0.2.4 master-key path + rung mirror-root join,117,11,8
2026-07-11T14:20:50-04:00,981dfa1fa8d5f4e2168b9b23d8c9743731268a66,feat(era-tests): swap subject pythia-6.9b -> redpajama-3b to fit an 8GB GPU,204,111,13
2026-07-11T14:43:19-04:00,c2598b49bfe66e39db3a543877ff3a8747ef6a5c,"fix(era-build): import run_benchmarking from helm.benchmark.run, not .runner",22,2,2
2026-07-11T14:54:18-04:00,2e8338ffb628ffaa14e9a29311a1785ffbfeba7a,fix(era-build): pin pyarrow==11.0.0 in era constraints (datasets 2.5.2 compat),10,0,2
2026-07-11T15:04:17-04:00,4dc3c4a47773dd72d0f6517398d7a1fbf31a349e,fix(era-build): adopt era frozen requirements.txt as constraints (enriched seed),451,23,3
2026-07-11T15:09:19-04:00,16ee1eebd25ee13e30c33c10938b5df28ea7c4d2,fix(era-build): revert enriched freeze; setup.cfg ~= ranges already era-pin,47,425,3
2026-07-11T15:11:22-04:00,e6a21ed1f2c6a736bbf009f6267773ebd0efdec5,docs(era-build): warn against re-adopting the stale era requirements.txt,16,0,2
2026-07-11T15:32:48-04:00,376771325238ab038e5227931f2a58313abfb801,"fix(era-gate): rung-2 diffs display_requests.json, not the unshipped scenario_state.json",108,35,3
2026-07-11T15:39:24-04:00,cb14ec80bf77a5054b088ebf6b900cd869ff0fc8,fix(era-gate): sanitize colons from rung-2 dry-run mount path,5,1,1
2026-07-11T15:54:06-04:00,1c552be28d35b3ef27b603c4ce0ae5b6e96b57f3,fix(era-build): install wget + unzip in the era image for scenario downloads,9,1,1
2026-07-11T17:00:12-04:00,382605725acd2b86b2666f2b71446409d110443f,"feat(reproduce): from-spec gpt-oss-20b runbook (bbq, ifeval, mmlu_pro, gpqa)",1006,0,19
2026-07-11T17:07:44-04:00,e40ee63df32db24e6e13de08e37d4b750a0f492f,fix(era-build): pin fsspec==2022.8.2 (datasets 2.5.2 LocalFileSystem skew),14,0,2
2026-07-11T17:07:44-04:00,6b23e9d815f0eda50ffaf28ade1a80141f56b633,fix(era-gate): forward HF token into rung-2 dry-run (script-dataset auth),4,0,1
2026-07-11T17:45:39-04:00,d6172b1e06997ac19b9fbb2fb3658c40ef8811d5,docs(planning): qwen text-family combined fan-out implementation plan,377,0,1
2026-07-11T18:26:33-04:00,973b5b7c4e444e7e3647cfd2721264e29ce7858f,feat(qwen-fanout): qwen-combined preset + 8 from-spec members (generalize combined builder),1395,92,4
2026-07-11T18:26:48-04:00,fcd149731969cbd6ed7ec1dcf65f386463f15657,feat(reproduce): qwen_models_combined runbook + infer-stack catalog + virtual experiment,1111,0,15
2026-07-11T18:27:13-04:00,531bc4f854845cdad23428ea207cf4b77a241760,docs(planning): mark qwen fan-out plan implemented (T1 confirmed; V2/V3/V5/V6 deferred),17,1,1
2026-07-11T18:28:00-04:00,47200f3405c64173c570a98c3927f2e53537b07f,docs(journal): qwen combined fan-out implementation session,61,0,1
2026-07-11T18:28:04-04:00,7620c2469b7fde19db6e84b8b91b43a0e756ff78,fix(era-gate): rung-2 skips unfetchable-data probes as environment filters,32,0,2
2026-07-11T18:43:47-04:00,629c4541fa4364cda422d0e2acdaf4cc977cef5d,"docs(planning): plan for producing NEW Qwen 3.6 core results (compute, not reproduce)",339,0,1
2026-07-11T19:04:56-04:00,faef9ea46532a0c6fcfd9a47f62df80cefdf0ad8,docs(planning): rewrite Qwen 3.6 new-results plan around leased fan-out,212,253,1
2026-07-11T19:23:47-04:00,17f02583304e08220f7bdb4c01dbd40cc8170edd,fix(provenance): double-quote the label key in image_label's Go template,24,1,2
2026-07-12T10:33:59-04:00,eb1b9faf4c0391de6d2cfeb5be83e1f53028d21a,Merge impl/era-pinned-helm-containers into impl/run-from-run-spec,0,0,0
2026-07-12T10:34:31-04:00,34929ae45aeba115b3676031c2568e148ae975cc,docs(journal): era-pinned -> run-from-run-spec merge session,16,0,1
2026-07-12T10:54:26-04:00,ea74ac389a6bbe73de425168a0383259d6fa4558,"docs(planning): repo simplification/refactor plan (4th pass, post-era)",479,0,1
2026-07-12T11:11:59-04:00,bffb84a60058374d5982fbfd577238c3509b3a7d,docs(planning): second-pass review revisions to the simplification plan,141,96,1
2026-07-12T11:11:59-04:00,dee2ba9526c5b7f5f93bb1304b070e160d4e46a7,docs(journal): fourth simplification-pass audit + plan review session,61,0,1
2026-07-12T11:29:39-04:00,b77bdf82f6edde574db79a26327a133057e444a7,docs(planning): A4 gate caveat -- committed phase3 baseline is EEE-only,6,1,1
2026-07-12T11:38:22-04:00,bf9172f4055e90cf034636ba358630a13a50b405,docs(planning): live-code read pass -- deltas R-g..R-m + new item E5,100,15,1
2026-07-12T11:42:23-04:00,911a993f42ff0ecdb062655856eb373a190afe67,refactor(E1): delete five grep-verified dead symbols,3,135,6
2026-07-12T11:47:11-04:00,f59060cbcc519294dd18b41381ed3ca700d6541d,refactor(E2): de-duplicate the copied plotting helpers,97,78,8
2026-07-12T11:57:16-04:00,b7300a19f5a12f8c17c8c3ddd8d25bce22a053dc,refactor(E4a): prune facade re-exports with zero internal+external refs,20,78,3
2026-07-12T11:59:27-04:00,cc487686f5bad40627c4bb6085fc12f219ae9254,refactor(E5a): retire the deprecated EVAL_AUDIT_EEE_STRICT env override,19,19,2
2026-07-12T12:02:20-04:00,88c6e389529afc6026c5f1a056201a681a0c1ef9,refactor(B3): era config/build dedup -- single source of truth,55,36,5
2026-07-12T12:03:14-04:00,96b88300f995839e39a27e38bef39b2785c4af8b,chore(F2): trim vestigial norecursedirs entries,5,10,1
2026-07-12T12:09:44-04:00,4dae513cc88b426cec5b02dedbb8461a5d834931,refactor(D1): shared index-resolution + reproduce-script helpers,111,88,5
2026-07-12T12:14:45-04:00,7926209e02e1157a4c7c951fea9ea14f7fd3ab9c,refactor(D2): shared EEE render helpers; single-file meta extractor,150,104,4
2026-07-12T12:17:06-04:00,1f06e9a5a875e9196df20feda3604a194a9d383a,refactor(A1): move run_entries out of helm/ to eval_audit/run_entries.py,46,23,20
2026-07-12T12:19:09-04:00,9f7c6abd015f5bfc3dbd68865f1c119c677eff5a,refactor(B1): one shared benchmark_output path parser,50,30,3
2026-07-12T12:26:46-04:00,7e8b527d6e363e3c10111a51901fbe4f2ee15802,fix(E4a): restore _single_run_core_stat_index facade re-export,1,60,3
2026-07-12T12:28:38-04:00,8078cc1ffa8cc49e0ee80bb10f795ae4ae21ebe4,refactor(A2): delete the prod-dead half of helm/,42,655,8
2026-07-12T12:31:04-04:00,eb313c0809faa8f3a7b06ad3bec79f6047a02d76,refactor(A3): one json_compatible implementation (utils/jsonify.py),67,60,3
2026-07-12T12:35:34-04:00,09449188ec8c6de26a1bea3805fdd2dd8bb43910,"refactor(C1): finish the build_reports_summary split (1,715 -> ~330)",1550,1397,6
2026-07-12T12:37:33-04:00,364925b67fc9f0e55d33a35958da81727eff64d5,refactor(B2): single named era_mode flag in the bundle exporter,18,5,2
2026-07-12T12:38:41-04:00,648193d34d285c533351bcb14dd2efc920f17405,refactor(D4): portfolio_status logic -> reports/portfolio.py,414,390,2
2026-07-12T12:39:40-04:00,4d4085ef2786c8a8a799146e761fac251c764712,refactor(E3): local artifact writers in the filter-report emitters,71,45,1
2026-07-12T12:42:30-04:00,3d077a692dbe0fd608ecd07ebdb3df87306df7f5,refactor(C3): move the repair/publish half out of breakdown.py,214,203,4
2026-07-12T12:44:00-04:00,e630a5767b34723d210e9b49eaa0445d0c0557db,refactor(D3): layer the failure classifiers -- one generic taxonomy,23,2,1
2026-07-12T12:45:05-04:00,c42e81597d84bef01742d9257ee16660b27f18e7,docs(E5b): --skip-diagnosis kept -- phase3 4.8 closed as permanent,11,0,2
2026-07-12T12:50:38-04:00,c9d6c38de993f9bd2c00e70b7d62a4d04db22f72,refactor(C2): extract the shared heatmap grid scaffold,212,221,1
2026-07-12T12:53:10-04:00,950ae99b74b90465dae7c6fcb44096cabe92cfb1,docs(planning+journal): mark plan Batches 1-3 implemented,81,2,2
2026-07-12T13:12:42-04:00,36bb74e051f707d26ce0451c74b9b493c689f78c,"refactor(D5): deprecate compare_batch (phase 1, no behavior change)",29,0,3
2026-07-12T13:20:24-04:00,e1b8547d68fbb72918ce8d701a2e9e6dc9f586d9,test(A4): extend phase3 baseline capture to the HELM render path (F1/F2),2952,18,5
2026-07-12T13:21:31-04:00,4638f788058becbf49a8c1e3e4dabe8e8e824898,docs(planning): record 2026-07-12 operator decisions + session journal,106,0,2
2026-07-12T13:28:31-04:00,75366f4213473d39e23c8011906118c916b71b0b,chore(review): two lint fixes from the subagent-work review,3,3,2
2026-07-12T15:38:03-04:00,e295c13b9b82be1d9993abdc0891524ceb0460c3,fix(era): set tokenizer_name + max_sequence_length on the era model deployment,78,11,3
2026-07-12T15:51:00-04:00,a3a3301099a337fe7bef1a6d00d5a2d5d49c3697,fix(era-build): pin nltk==3.7 + provision punkt so BiasMetric tokenizes,23,0,3
2026-07-12T18:01:53-04:00,3651eeb12ac2a0d39115dd79a3cfdb0c53cbb909,fix(runbooks): drop the deleted --allow-single-repeat flag from all callers,9,13,8
2026-07-12T19:08:44-04:00,3a9aa30b261f519fad0b528b21b74751bd619700,feat(presets): merge runbook-local presets via INFER_STACK_EXTRA_PRESET_FILES,96,0,2
2026-07-12T19:08:45-04:00,504c6b9f06ce16ce6dc403da0eadcb1bd8fa7690,feat(reproduce): classic Together open-weight combined era-pinned runbook,2546,0,17
2026-07-12T20:13:13-04:00,b344671dd75340f686aa7ad533fda3fe7cb5bd57,"fix(era-shim): render credentials.conf from the baked deployments key, not the env",74,2,2
2026-07-13T09:02:51-04:00,47658cf79a36d7b76981946d7cdb42f0738b2c39,fix(olmo): pass a placeholder --base-url in the freeze-only preflight,9,1,1
2026-07-13T09:09:57-04:00,81c71002da2fe0c0f61e5e45b8ecbda7e6a4736e,"fix(gpt-oss,qwen): placeholder --base-url in the freeze-only preflights",18,1,2
2026-07-13T11:49:09-04:00,bb0a377b8c859f06eb19b785ac02f04adabf8a26,docs(era): note classic officials are carried forward v0.2.4<->v0.3.0,18,0,2
2026-07-13T11:52:17-04:00,339748afba1f60c9ed60db49b4e46ef8067dfbb0,"docs(era): record original execution eras (v0.2.2 / v0.2.3), not the pinned eras",13,4,2
2026-07-13T11:55:34-04:00,5000b8accfb26c1d847ab050126bccfce47f6d2b,"docs(era): correct origin -- pre-v0.2.2 (original HELM), not v0.2.2",19,12,2
2026-07-13T12:19:21-04:00,b445a7fd638d06ebcdf711fcd7e4384e6b200667,docs(planning): LiteLLM route-registry plan for the shared-gateway 400 bug,578,0,2
2026-07-13T12:20:38-04:00,d5c70c9497d775e4899c3ddb366462cdd44da263,"fix(freeze): resolve subset run-entries to their exact dir, not AMBIGUOUS",76,5,2
2026-07-13T12:51:23-04:00,f64c20bd99f290b2feb41f424cd9b3d419c5f5cd,docs(planning): mark litellm-route-registry plan implemented,6,2,1
2026-07-13T12:52:12-04:00,1fbf4cbf9067a64a87e2ff59b1fdfb2dde646520,docs(journal): route-registry implementation session,70,0,1
2026-07-13T12:52:50-04:00,9ff068c8d73c7d3d1c8303312247675d645e1361,"feat(classic-together): run all targets in parallel, lease arbitrates GPUs",168,167,4
2026-07-13T13:33:26-04:00,27e4ee4086cbf2288734bebee56cea5695171522,docs(era): document classic-corpus class_name migration + true origin window,163,12,3
2026-07-13T13:45:56-04:00,c44a64670afd198b3ec909ad3c55220dee14d05a,chore(submodule): bump infer_stack to route-registry merge (22d94317),1,1,1
2026-07-13T14:05:03-04:00,c3e68bedeb3b81b2e51dbd6a6221674a302b98c2,feat(era-shim): canonicalize relocated class paths (G13 fix),214,3,3
2026-07-13T15:40:48-04:00,3d904b928a80b011cef5109cb25955087431d5cc,"fix(gpt-oss): null-safe chat clients normalize content:null -> """" (HELM untouched)",250,18,6
2026-07-13T16:02:08-04:00,32657a62c3521b9e60c665af53c18825fa5f4323,fix(docker): bump runner image Python 3.11 -> 3.12 to match eval_audit floor,9,5,3
2026-07-13T16:25:22-04:00,c9f0efacf57b1fb408fdae742f489b24d38af798,fix(docker): prune selenium platform binaries / dangling symlinks before venv COPY,13,0,1
2026-07-14T09:51:05-04:00,8d0d2c4b9bd0f7a927722957074bd9073cfe32f1,feat(reports): instance-level fallback for aggregate score-drift plot,351,42,8
2026-07-14T09:51:52-04:00,f34d9f96937a3a275e7a999a552cfeed6c70d98d,docs(journal): instance-level fallback for aggregate score-drift plot,52,0,1
2026-07-14T11:04:26-04:00,c041abb04b69b5892e94563b7f8d1b328fb7aeb2,fix(heatmap): headline metric resolves over metric family + main split,178,10,2
2026-07-14T11:05:36-04:00,b83c03e925030ca1a47bf5548646f01dccd986d0,docs(journal): headline metric family/main-split resolver fix,43,0,1
2026-07-14T11:27:12-04:00,33864be326e398a84e7b6bfe0f21963c8b55d4a6,Make eval audit run kwdagger with other_session_handler=kill,1,0,1
2026-07-14T11:33:23-04:00,ca88518076a4ac209bf2a9a33cbb6bc0687e2f52,fix(reports): align coverage-matrix axis order with the score-drift plot,86,11,3
2026-07-14T11:44:10-04:00,cdb314223f3a8f42fbb587b1f292d07e117f13d9,feat(reproduce): add 50_rsync_from_aiq_gpu.sh to olmo/gpt-oss/qwen runbooks,360,0,6
2026-07-14T11:56:33-04:00,d4bf29d7404c30437861f2d39e11ffa1ae2edbc0,feat(coverage-matrix): show match stats per column + align model order,159,3,2
2026-07-14T11:56:55-04:00,01351b7380a4a0c0f57e6b6031e81050360c2845,docs(journal): coverage-matrix annotations + axis alignment,43,0,1
2026-07-14T12:11:29-04:00,7a9f1d5f0aa1e39162910625774f84e8efd8b84d,feat(coverage-matrix): print agreement proportion in each cell,120,118,2
2026-07-14T12:14:03-04:00,93849b092ff7cc76bb4d9ccce008188fa16d9009,fix(heatmap): dedupe stale local attempts in aggregate score-drift,175,1,2
2026-07-14T12:14:39-04:00,bec1f57c9945e29254158153fe01d55b69dc744f,docs(journal): aggregate score-drift stale-local dedupe,57,0,1
2026-07-14T12:59:23-04:00,e1d102175287431b480047ca32f4a1c88e6a3f1e,test(e2e): route-registry survival acceptance check,201,0,2
2026-07-14T13:43:59-04:00,a36b787c692cc515263000ab397483ce2491491e,fix(heatmap): keep headline drift cells square for small model counts,73,1,2
2026-07-14T15:24:58-04:00,b8b858697e7c2491af163c8f5d757fe6ae6f3c1a,fix(qwen): serve 8192 window on the instruct-turbo endpoints for from-spec ifeval/mmlu_pro,73,9,3
